date,leaks
2016-11-03,25.0
2016-11-04,31.0
2016-11-05,26.0
2016-11-06,26.0
2016-11-07,31.0
2016-11-08,29.0
2016-11-09,25.0
2016-11-10,23.0
2016-11-11,21.0
2016-11-12,17.0
2016-11-13,16.0
2016-11-14,16.0
2016-11-15,16.0
2016-11-16,17.0
2016-11-17,18.0
2016-11-18,13.0
2016-11-19,13.0
2016-11-20,12.0
2016-11-21,13.0
2016-11-22,13.0
2016-11-23,14.0
2016-11-24,12.0
2016-11-25,11.0
2016-11-26,11.0
2016-11-27,13.0
2016-11-28,13.0
2016-11-29,15.0
2016-11-30,14.0
2016-12-01,14.0
2016-12-02,16.0
2016-12-03,21.0
2016-12-04,19.0
2016-12-05,20.0
2016-12-06,24.0
2016-12-07,23.0
2016-12-08,19.0
2016-12-09,19.0
2016-12-10,19.0
2016-12-11,19.0
2016-12-12,18.0
2016-12-13,18.0
2016-12-14,17.0
2016-12-15,17.0
2016-12-16,17.0
2016-12-17,17.0
2016-12-18,16.0
2016-12-19,16.0
2016-12-20,14.0
2016-12-21,13.0
2016-12-22,12.0
2016-12-23,15.0
2016-12-24,12.0
2016-12-25,10.0
2016-12-26,14.0
2016-12-27,13.0
2016-12-28,13.0
2016-12-29,13.0
2016-12-30,14.0
2016-12-31,11.0
2017-01-01,12.0
2017-01-02,15.0
2017-01-03,17.0
2017-01-04,17.0
2017-01-05,16.0
2017-01-06,18.0
2017-01-07,20.0
2017-01-08,20.0
2017-01-09,18.0
2017-01-10,16.0
2017-01-11,19.0
2017-01-12,17.0
2017-01-13,15.0
2017-01-14,15.0
2017-01-15,15.0
2017-01-16,13.0
2017-01-17,15.0
2017-01-18,18.0
2017-01-19,16.0
2017-01-20,14.0
2017-01-21,14.0
2017-01-22,14.0
2017-01-23,16.0
2017-01-24,16.0
2017-01-25,15.0
2017-01-26,14.0
2017-01-27,18.0
2017-01-28,16.0
2017-01-29,15.0
2017-01-30,14.0
2017-01-31,13.0
2017-02-01,13.0
2017-02-02,14.0
2017-02-03,17.0
2017-02-04,19.0
2017-02-05,17.0
2017-02-06,16.0
2017-02-07,17.0
2017-02-08,17.0
2017-02-09,16.0
2017-02-10,13.0
2017-02-11,17.0
2017-02-12,16.0
2017-02-13,29.0
2017-02-14,31.0
2017-02-15,35.0
2017-02-16,37.0
2017-02-17,26.0
2017-02-18,22.0
2017-02-19,24.0
2017-02-20,19.0
2017-02-21,17.0
2017-02-22,18.0
2017-02-23,28.0
2017-02-24,26.0
2017-02-25,17.0
2017-02-26,20.0
2017-02-27,20.0
2017-02-28,22.0
2017-03-01,15.941272430668842
2017-03-02,15.44494290375204
2017-03-03,18.430261011419248
2017-03-04,57.78344208809135
2017-03-05,99.63295269168026
2017-03-06,92.16598694942903
2017-03-07,87.68066884176183
2017-03-08,79.20269168026101
2017-03-09,60.28344208809135
2017-03-10,48.323817292006524
2017-03-11,45.83115823817292
2017-03-12,36.360522022838495
2017-03-13,28.893556280587276
2017-03-14,26.40089722675367
2017-03-15,36.36786296900489
2017-03-16,39.356851549755305
2017-03-17,34.371533442088094
2017-03-18,44.32748776508972
2017-03-19,36.8641924959217
2017-03-20,36.3641924959217
2017-03-21,32.882544861337685
2017-03-22,29.38988580750408
2017-03-23,26.90089722675367
2017-03-24,23.911908646003262
2017-03-25,23.908238172920065
2017-03-26,22.419249592169656
2017-03-27,19.92659053833605
2017-03-28,20.42659053833605
2017-03-29,19.42659053833605
2017-03-30,20.422920065252853
2017-03-31,18.430261011419248
2017-04-01,18.92659053833605
2017-04-02,20.84584013050571
2017-04-03,18.8605220228385
2017-04-04,18.8605220228385
2017-04-05,16.875203915171287
2017-04-06,17.867862969004893
2017-04-07,16.875203915171287
2017-04-08,16.875203915171287
2017-04-09,18.8605220228385
2017-04-10,16.875203915171287
2017-04-11,16.875203915171287
2017-04-12,20.84584013050571
2017-04-13,22.831158238172918
2017-04-14,26.80179445350734
2017-04-15,22.831158238172918
2017-04-16,19.853181076672104
2017-04-17,20.84584013050571
2017-04-18,16.875203915171287
2017-04-19,19.853181076672104
2017-04-20,29.779771615008155
2017-04-21,18.8605220228385
2017-04-22,19.853181076672104
2017-04-23,19.853181076672104
2017-04-24,19.853181076672104
2017-04-25,17.867862969004893
2017-04-26,17.867862969004893
2017-04-27,17.867862969004893
2017-04-28,15.882544861337683
2017-04-29,23.823817292006524
2017-04-30,23.823817292006524
2017-05-01,22.831158238172918
2017-05-02,18.8605220228385
2017-05-03,18.8605220228385
2017-05-04,24.81647634584013
2017-05-05,22.831158238172918
2017-05-06,64.52283849918433
2017-05-07,45.662316476345836
2017-05-08,25.809135399673735
2017-05-09,22.831158238172918
2017-05-10,26.80179445350734
2017-05-11,21.838499184339316
2017-05-12,20.84584013050571
2017-05-13,21.838499184339316
2017-05-14,18.8605220228385
2017-05-15,19.853181076672104
2017-05-16,25.809135399673735
2017-05-17,22.831158238172918
2017-05-18,18.8605220228385
2017-05-19,19.853181076672104
2017-05-20,24.81647634584013
2017-05-21,27.794453507340947
2017-05-22,18.8605220228385
2017-05-23,18.8605220228385
2017-05-24,22.831158238172918
2017-05-25,44.66965742251223
2017-05-26,29.779771615008155
2017-05-27,20.84584013050571
2017-05-28,20.84584013050571
2017-05-29,18.8605220228385
2017-05-30,22.831158238172918
2017-05-31,18.8605220228385
2017-06-01,17.867862969004893
2017-06-02,17.867862969004893
2017-06-03,19.853181076672104
