date,google
2016-09-08,95.0
2016-09-09,90.0
2016-09-10,79.0
2016-09-11,79.0
2016-09-12,93.0
2016-09-13,93.0
2016-09-14,95.0
2016-09-15,95.0
2016-09-16,91.0
2016-09-17,79.0
2016-09-18,80.0
2016-09-19,94.0
2016-09-20,95.0
2016-09-21,97.0
2016-09-22,97.0
2016-09-23,95.0
2016-09-24,79.0
2016-09-25,80.0
2016-09-26,94.0
2016-09-27,99.0
2016-09-28,98.0
2016-09-29,97.0
2016-09-30,93.0
2016-10-01,78.90399305555556
2016-10-02,78.90277777777777
2016-10-03,93.38576388888889
2016-10-04,99.87847222222223
2016-10-05,99.87847222222223
2016-10-06,96.88211805555555
2016-10-07,90.88940972222221
2016-10-08,79.9015625
2016-10-09,81.4015625
2016-10-10,90.38940972222221
2016-10-11,93.88576388888889
2016-10-12,94.88454861111111
2016-10-13,95.38333333333333
2016-10-14,92.38697916666666
2016-10-15,79.90399305555556
2016-10-16,80.9015625
2016-10-17,94.38576388888889
2016-10-18,95.88333333333333
2016-10-19,93.88576388888889
2016-10-20,94.38454861111111
2016-10-21,91.38819444444445
2016-10-22,79.90399305555556
2016-10-23,80.4015625
2016-10-24,95.38454861111111
2016-10-25,94.38576388888889
2016-10-26,94.88454861111111
2016-10-27,93.88576388888889
2016-10-28,90.38940972222221
2016-10-29,77.90520833333333
2016-10-30,80.4015625
2016-10-31,93.38576388888889
2016-11-01,94.38454861111111
2016-11-02,96.7642361111111
2016-11-03,94.76909722222221
2016-11-04,92.77395833333333
2016-11-05,79.80555555555556
2016-11-06,78.8079861111111
2016-11-07,91.77638888888889
2016-11-08,93.77152777777778
2016-11-09,89.78125
2016-11-10,90.77881944444444
2016-11-11,86.78854166666666
2016-11-12,78.8079861111111
2016-11-13,78.8079861111111
2016-11-14,92.77395833333333
2016-11-15,95.76666666666667
2016-11-16,94.76909722222221
2016-11-17,93.77152777777778
2016-11-18,91.77638888888889
2016-11-19,79.80555555555556
2016-11-20,78.8079861111111
2016-11-21,90.77881944444444
2016-11-22,90.77881944444444
2016-11-23,86.78854166666666
2016-11-24,83.79583333333333
2016-11-25,79.80555555555556
2016-11-26,76.81284722222222
2016-11-27,77.81041666666667
2016-11-28,92.77395833333333
2016-11-29,94.76909722222221
2016-11-30,95.76666666666667
2016-12-01,93.77152777777778
2016-12-02,90.77881944444444
2016-12-03,76.81284722222222
2016-12-04,78.8079861111111
2016-12-05,89.78125
2016-12-06,92.77395833333333
2016-12-07,94.76909722222221
2016-12-08,92.77395833333333
2016-12-09,90.77881944444444
2016-12-10,76.81284722222222
2016-12-11,75.81527777777778
2016-12-12,89.78125
2016-12-13,90.77881944444444
2016-12-14,92.77395833333333
2016-12-15,89.78125
2016-12-16,88.78368055555555
2016-12-17,75.81527777777778
2016-12-18,75.81527777777778
2016-12-19,84.79340277777777
2016-12-20,85.79097222222222
2016-12-21,84.79340277777777
2016-12-22,79.80555555555556
2016-12-23,78.8079861111111
2016-12-24,76.81284722222222
2016-12-25,78.8079861111111
2016-12-26,75.81527777777778
2016-12-27,75.81527777777778
2016-12-28,77.81041666666667
2016-12-29,76.81284722222222
2016-12-30,75.81527777777778
2016-12-31,75.81527777777778
2017-01-01,73.82013888888889
2017-01-02,77.81041666666667
2017-01-03,84.79340277777777
2017-01-04,83.79583333333333
2017-01-05,85.79097222222222
2017-01-06,85.79097222222222
2017-01-07,75.81527777777778
2017-01-08,75.81527777777778
2017-01-09,87.78611111111111
2017-01-10,90.77881944444444
2017-01-11,89.78125
2017-01-12,89.78125
2017-01-13,86.78854166666666
2017-01-14,74.81770833333333
2017-01-15,74.81770833333333
2017-01-16,80.803125
2017-01-17,88.78368055555555
2017-01-18,90.77881944444444
2017-01-19,90.77881944444444
2017-01-20,87.78611111111111
2017-01-21,75.81527777777778
2017-01-22,76.81284722222222
2017-01-23,88.78368055555555
2017-01-24,88.78368055555555
2017-01-25,89.78125
2017-01-26,90.77881944444444
2017-01-27,86.78854166666666
2017-01-28,74.81770833333333
2017-01-29,74.81770833333333
2017-01-30,88.78368055555555
2017-01-31,89.78125
2017-02-01,88.78368055555555
2017-02-02,90.77881944444444
2017-02-03,88.78368055555555
2017-02-04,74.81770833333333
2017-02-05,73.82013888888889
2017-02-06,87.78611111111111
2017-02-07,89.78125
2017-02-08,89.78125
2017-02-09,89.78125
2017-02-10,86.78854166666666
2017-02-11,74.81770833333333
2017-02-12,75.81527777777778
2017-02-13,89.78125
2017-02-14,92.77395833333333
2017-02-15,90.77881944444444
2017-02-16,89.78125
2017-02-17,85.79097222222222
2017-02-18,74.81770833333333
2017-02-19,74.81770833333333
2017-02-20,82.79826388888888
2017-02-21,89.78125
2017-02-22,89.78125
2017-02-23,93.77152777777778
2017-02-24,89.78125
2017-02-25,75.81527777777778
2017-02-26,74.81770833333333
2017-02-27,88.78368055555555
2017-02-28,90.77881944444444
2017-03-01,90.25641538997215
2017-03-02,92.69789018976323
2017-03-03,88.78628562896549
2017-03-04,73.76977413629682
2017-03-05,75.71246421386567
2017-03-06,90.78142451785439
2017-03-07,91.2539848344166
2017-03-08,94.14179554510987
2017-03-09,90.25641538997215
2017-03-10,86.86981995705665
2017-03-11,73.76977413629682
2017-03-12,75.21367949164346
2017-03-13,87.86738940150109
2017-03-14,86.86981995705665
2017-03-15,87.84116499584107
2017-03-16,87.36860467927886
2017-03-17,85.39969019604999
2017-03-18,73.27098941407459
2017-03-19,74.74111917508125
2017-03-20,87.36860467927886
2017-03-21,89.81007947906994
2017-03-22,89.31129475684773
2017-03-23,89.81007947906994
2017-03-24,87.34238027361886
2017-03-25,73.76977413629682
2017-03-26,74.24233445285903
2017-03-27,87.84116499584107
2017-03-28,86.86981995705665
2017-03-29,89.28507035118771
2017-03-30,88.8125100346255
2017-03-31,87.34238027361886
2017-04-01,75.71246421386567
2017-04-02,74.66453001682916
2017-04-03,87.89621888057104
2017-04-04,88.84133951369546
2017-04-05,86.95109824744662
2017-04-06,87.89621888057104
2017-04-07,85.06085698119777
2017-04-08,72.77428875058033
2017-04-09,73.71940938370474
2017-04-10,85.06085698119777
2017-04-11,85.06085698119777
2017-04-12,85.06085698119777
2017-04-13,81.2803744487001
2017-04-14,77.49989191620242
2017-04-15,72.77428875058033
2017-04-16,70.88404748433148
2017-04-17,83.17061571494894
2017-04-18,86.95109824744662
2017-04-19,87.89621888057104
2017-04-20,86.95109824744662
2017-04-21,86.00597761432219
2017-04-22,75.60965064995358
2017-04-23,74.66453001682916
2017-04-24,88.84133951369546
2017-04-25,87.89621888057104
2017-04-26,91.67670141306871
2017-04-27,90.7315807799443
2017-04-28,86.95109824744662
2017-04-29,72.77428875058033
2017-04-30,73.71940938370474
2017-05-01,88.84133951369546
2017-05-02,89.78646014681988
2017-05-03,90.7315807799443
2017-05-04,90.7315807799443
2017-05-05,86.00597761432219
2017-05-06,73.71940938370474
2017-05-07,74.66453001682916
2017-05-08,90.7315807799443
2017-05-09,91.67670141306871
2017-05-10,92.62182204619313
2017-05-11,89.78646014681988
2017-05-12,87.89621888057104
2017-05-13,71.82916811745591
2017-05-14,74.66453001682916
2017-05-15,89.78646014681988
2017-05-16,88.84133951369546
2017-05-17,90.7315807799443
2017-05-18,91.67670141306871
2017-05-19,86.95109824744662
2017-05-20,72.77428875058033
2017-05-21,72.77428875058033
2017-05-22,87.89621888057104
2017-05-23,87.89621888057104
2017-05-24,86.95109824744662
2017-05-25,86.00597761432219
2017-05-26,83.17061571494894
2017-05-27,70.88404748433148
2017-05-28,70.88404748433148
2017-05-29,77.49989191620242
2017-05-30,86.00597761432219
2017-05-31,84.11573634807336
2017-06-01,84.11573634807336
2017-06-02,83.17061571494894
2017-06-03,71.82916811745591
